Customer_ID,Region,Retention_Strategy,Recommended_Strategy,Risk_Level,LTV_Segment,Action_Priority,Churn_Probability,Projected_Churn,Lifetime_Value,Purchase_Frequency,Average_Order_Value,Engagement_Score,Most_Frequent_Category,Time_Between_Purchases
CUST_2THREU,South America,Email Campaign,Standard Communication,Low Risk,Low Value,Maintain,0.19,0.19,1380.6,6,30.88,0.321,Clothing,60
CUST_604LO3,Asia,Discount,Discounts,Medium Risk,Medium Value,High Priority,0.57,0.5244,5979.89,5,42.43,0.244,Electronics,69
CUST_C36MTJ,Asia,Discount,Discounts,Medium Risk,High Value,High Priority,0.33,0.30360000000000004,7031.06,6,148.69,0.444,Electronics,38
CUST_K764FK,Asia,Discount,VIP Treatment,High Risk,High Value,Immediate Action,0.71,0.6034999999999999,9417.0,8,103.38,0.239,Home,84
CUST_ULVQS2,South America,Loyalty Program,VIP Treatment,High Risk,High Value,Immediate Action,0.91,0.7735,8360.72,17,127.39,0.88,Sports,12
CUST_VDHB59,North America,Discount,Re-engagement Campaign,Low Risk,Medium Value,Monitor,0.28,0.24640000000000004,4006.44,2,169.73,0.272,Sports,50
CUST_A9FRKF,Asia,Discount,Discounts,Medium Risk,High Value,High Priority,0.58,0.5336,7165.38,13,108.17,0.679,Home,29
CUST_0VNMN1,Asia,Loyalty Program,Discounts,Medium Risk,High Value,High Priority,0.31,0.2852,7772.72,3,49.62,0.326,Electronics,45
CUST_JORK0B,Asia,Loyalty Program,Standard Communication,High Risk,Medium Value,High Priority,0.63,0.63,5089.08,13,69.17,0.511,Clothing,59
CUST_X90APR,North America,Email Campaign,Standard Communication,Low Risk,Low Value,Monitor,0.19,0.19,3328.07,3,170.28,0.416,Sports,29
CUST_AU6PRB,North America,Discount,VIP Treatment,High Risk,High Value,High Priority,0.7,0.595,6706.6,14,137.27,0.475,Clothing,70
CUST_0QZFL9,Europe,Loyalty Program,Discounts,Medium Risk,Low Value,Maintain,0.43,0.3956,603.45,14,133.65,0.397,Electronics,84
CUST_03P3IW,Europe,Discount,Standard Communication,Low Risk,Low Value,Maintain,0.24,0.24,2427.98,2,141.93,0.485,Sports,12
CUST_WLH73D,North America,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.65,0.65,6133.56,11,75.63,0.497,Electronics,52
CUST_ZO3NSR,Europe,Loyalty Program,Discounts,Medium Risk,High Value,High Priority,0.41,0.3772,7676.81,14,167.47,0.604,Clothing,47
CUST_F9BD9E,South America,Loyalty Program,Standard Communication,Low Risk,High Value,High Priority,0.1,0.1,9610.89,4,94.77,0.448,Sports,28
CUST_CQX0TR,Europe,Email Campaign,Standard Communication,Low Risk,High Value,High Priority,0.23,0.23,7853.2,10,124.23,0.353,Home,73
CUST_RFB8H6,Europe,Discount,Re-engagement Campaign,Low Risk,Medium Value,Monitor,0.09,0.07919999999999999,6276.41,9,174.84,0.237,Sports,89
CUST_V6Z81M,Europe,Loyalty Program,Standard Communication,High Risk,Medium Value,High Priority,0.75,0.75,4293.36,7,144.49,0.403,Electronics,50
CUST_NH1Y1R,North America,Loyalty Program,Standard Communication,Low Risk,Low Value,Maintain,0.08,0.08,259.68,2,63.31,0.508,Home,8
CUST_WOA4PL,South America,Email Campaign,Discounts,Medium Risk,High Value,High Priority,0.52,0.47840000000000005,8798.72,15,185.59,0.799,Home,17
CUST_GU7IEC,South America,Discount,Loyalty Programs,Low Risk,Medium Value,Monitor,0.2,0.18000000000000002,3555.28,18,51.83,0.732,Sports,43
CUST_Y4JX5T,Europe,Loyalty Program,Standard Communication,Low Risk,Low Value,Maintain,0.29,0.29,771.25,11,125.71,0.407,Electronics,68
CUST_AAFNF9,South America,Loyalty Program,Loyalty Programs,Low Risk,High Value,High Priority,0.24,0.216,7790.81,10,156.33,0.701,Sports,11
CUST_13N7PZ,Europe,Discount,Standard Communication,Low Risk,Low Value,Maintain,0.01,0.01,3258.4,16,48.2,0.533,Clothing,69
CUST_OJW64Y,Europe,Email Campaign,Discounts,Medium Risk,Medium Value,Monitor,0.36,0.3312,3976.32,4,102.54,0.414,Clothing,34
CUST_PSXGH7,North America,Discount,Standard Communication,High Risk,Medium Value,High Priority,0.86,0.86,4729.62,6,163.08,0.546,Sports,20
CUST_UTVRN1,North America,Email Campaign,Discounts,Medium Risk,Low Value,Monitor,0.58,0.5336,3021.96,10,160.46,0.291,Sports,84
CUST_FAD46C,Asia,Loyalty Program,Re-engagement Campaign,High Risk,Medium Value,High Priority,0.88,0.7744,4814.4,3,51.94,0.146,Home,77
CUST_2H1QQK,Asia,Discount,Standard Communication,Low Risk,Low Value,Maintain,0.06,0.06,307.7,12,116.99,0.344,Home,84
CUST_Q4PTY8,North America,Discount,Discounts,Medium Risk,Low Value,Monitor,0.51,0.4692,901.51,19,141.99,0.562,Clothing,78
CUST_FX22XJ,South America,Email Campaign,Discounts,Medium Risk,High Value,High Priority,0.35,0.322,9457.74,7,175.34,0.375,Electronics,55
CUST_ZQIOVB,North America,Email Campaign,VIP Treatment,High Risk,High Value,Immediate Action,0.73,0.6204999999999999,8296.02,8,147.7,0.548,Clothing,29
CUST_XNV7S4,Europe,Email Campaign,Re-engagement Campaign,High Risk,Low Value,Monitor,0.84,0.7392,1196.11,2,156.01,0.143,Home,73
CUST_50750J,Asia,Discount,Standard Communication,High Risk,Low Value,Monitor,0.68,0.68,766.82,5,171.78,0.559,Home,13
CUST_WQ5GUX,North America,Loyalty Program,Discounts,Medium Risk,High Value,High Priority,0.55,0.5060000000000001,7302.36,15,65.59,0.473,Sports,75
CUST_MRRPXB,Europe,Discount,Standard Communication,Low Risk,Low Value,Maintain,0.03,0.03,340.07,4,122.41,0.555,Electronics,9
CUST_DQNQ31,Asia,Email Campaign,VIP Treatment,High Risk,High Value,Immediate Action,0.81,0.6885,7390.5,12,188.62,0.49,Clothing,58
CUST_L5QA3A,North America,Loyalty Program,Re-engagement Campaign,High Risk,Medium Value,High Priority,0.69,0.6072,5684.82,9,120.52,0.259,Clothing,85
CUST_RN56P2,Asia,Email Campaign,VIP Treatment,High Risk,High Value,Immediate Action,0.86,0.731,9649.74,10,69.12,0.516,Sports,44
CUST_VQ4BXA,Europe,Loyalty Program,Standard Communication,High Risk,Medium Value,High Priority,0.62,0.62,5252.47,15,21.13,0.664,Clothing,41
CUST_LPD11M,North America,Loyalty Program,Standard Communication,Low Risk,Medium Value,Monitor,0.01,0.01,6624.67,2,61.41,0.457,Clothing,17
CUST_5C5TX3,South America,Discount,Re-engagement Campaign,High Risk,Low Value,High Priority,0.98,0.8623999999999999,1973.95,5,56.18,0.143,Home,87
CUST_PPTS5Q,North America,Email Campaign,Loyalty Programs,Low Risk,High Value,High Priority,0.04,0.036000000000000004,9635.23,16,160.68,0.741,Clothing,32
CUST_GVIIWS,South America,Loyalty Program,Discounts,Medium Risk,Low Value,Maintain,0.35,0.322,864.19,13,65.76,0.41,Electronics,77
CUST_ZJO0GW,Europe,Loyalty Program,Discounts,Medium Risk,High Value,High Priority,0.58,0.5336,8496.57,19,40.46,0.893,Sports,19
CUST_6JHN8N,Europe,Email Campaign,Discounts,Medium Risk,Medium Value,Monitor,0.37,0.34040000000000004,6241.78,15,33.71,0.44,Clothing,81
CUST_NFF3HE,North America,Email Campaign,Discounts,Medium Risk,Medium Value,Monitor,0.35,0.322,3724.67,13,131.51,0.735,Clothing,19
CUST_QEG3JB,Asia,Email Campaign,Standard Communication,Low Risk,Low Value,Maintain,0.08,0.08,2644.97,12,157.7,0.591,Clothing,40
CUST_VT82XX,Asia,Discount,Discounts,Medium Risk,Medium Value,Monitor,0.43,0.3956,3971.89,15,79.2,0.496,Home,71
CUST_GPB261,South America,Discount,Standard Communication,High Risk,Medium Value,High Priority,0.61,0.61,4865.47,19,109.64,0.674,Clothing,58
CUST_UHC66C,South America,Discount,Re-engagement Campaign,Low Risk,Low Value,Maintain,0.03,0.0264,468.64,4,62.04,0.173,Clothing,77
CUST_0EWXBG,South America,Discount,Re-engagement Campaign,Low Risk,High Value,High Priority,0.26,0.2288,8188.04,1,68.82,0.268,Home,46
CUST_J07LN9,South America,Email Campaign,Re-engagement Campaign,Low Risk,Low Value,Maintain,0.27,0.2376,653.25,3,149.84,0.146,Electronics,77
CUST_9LSS40,South America,Loyalty Program,Re-engagement Campaign,High Risk,Low Value,High Priority,0.85,0.748,3366.97,4,196.32,0.234,Electronics,66
CUST_D04EQV,North America,Loyalty Program,Standard Communication,High Risk,Low Value,Monitor,0.74,0.74,1103.77,5,81.38,0.429,Home,36
CUST_CSNXG7,Europe,Email Campaign,Discounts,Medium Risk,Medium Value,Monitor,0.49,0.45080000000000003,4193.49,4,75.71,0.291,Sports,56
CUST_NZ7TYC,South America,Email Campaign,VIP Treatment,High Risk,High Value,Immediate Action,0.95,0.8075,9379.66,1,30.22,0.448,Clothing,14
CUST_C3O04O,South America,Loyalty Program,Re-engagement Campaign,Low Risk,High Value,Monitor,0.18,0.15839999999999999,7846.48,5,41.29,0.154,Clothing,85
CUST_EHFNDR,Europe,Loyalty Program,Standard Communication,Low Risk,High Value,High Priority,0.27,0.27,8492.5,5,100.97,0.53,Electronics,18
CUST_CLEMBO,North America,Loyalty Program,Discounts,Medium Risk,High Value,High Priority,0.47,0.4324,7255.67,11,32.61,0.593,Home,35
CUST_IZOVTJ,North America,Discount,Standard Communication,High Risk,Low Value,High Priority,0.98,0.98,490.54,15,130.58,0.659,Home,42
CUST_BIEFKB,North America,Discount,Standard Communication,Low Risk,Medium Value,Maintain,0.08,0.08,3923.32,1,62.29,0.442,Electronics,15
CUST_18LJ9Z,South America,Discount,Standard Communication,Low Risk,Medium Value,Monitor,0.28,0.28,5623.42,6,108.59,0.613,Sports,8
CUST_QFLRA3,South America,Email Campaign,Standard Communication,High Risk,Low Value,Monitor,0.71,0.71,795.94,11,181.4,0.301,Home,87
CUST_FW9680,Europe,Email Campaign,Standard Communication,Low Risk,Low Value,Maintain,0.21,0.21,2635.17,11,179.16,0.407,Sports,68
CUST_ERDH3N,Europe,Email Campaign,Discounts,Medium Risk,Low Value,Monitor,0.56,0.5152000000000001,2332.7,1,164.76,0.42,Home,19
CUST_U1309B,South America,Loyalty Program,Standard Communication,High Risk,Low Value,High Priority,0.97,0.97,2437.96,10,30.51,0.673,Clothing,16
CUST_5DE0CA,South America,Email Campaign,Discounts,Medium Risk,Low Value,Maintain,0.33,0.30360000000000004,298.19,10,93.58,0.516,Clothing,44
CUST_QLHC43,Asia,Email Campaign,Discounts,Medium Risk,Medium Value,High Priority,0.54,0.4968000000000001,5825.32,2,24.07,0.384,Electronics,30
CUST_6QZMPU,North America,Discount,Re-engagement Campaign,Low Risk,Low Value,Maintain,0.04,0.0352,1434.5,1,136.62,0.088,Home,78
CUST_YK5E2F,South America,Email Campaign,Discounts,Medium Risk,Low Value,Monitor,0.44,0.4048,3331.5,3,144.43,0.197,Home,68
CUST_9B1WZ4,Asia,Loyalty Program,Loyalty Programs,Low Risk,High Value,Monitor,0.21,0.189,7206.05,15,59.56,0.732,Home,29
CUST_KBRVKR,Europe,Loyalty Program,Standard Communication,High Risk,Low Value,Monitor,0.61,0.61,703.43,12,52.49,0.423,Clothing,70
CUST_TIU8QB,Asia,Email Campaign,Loyalty Programs,Low Risk,Low Value,Maintain,0.05,0.045000000000000005,2469.07,17,192.42,0.891,Electronics,10
CUST_PB51TZ,Asia,Loyalty Program,Standard Communication,High Risk,Medium Value,High Priority,0.9,0.9,5652.37,11,44.77,0.537,Sports,45
CUST_4OKKLF,Europe,Email Campaign,Discounts,Medium Risk,Low Value,Monitor,0.53,0.48760000000000003,723.21,15,185.79,0.794,Home,18
CUST_QZXHYM,Asia,Email Campaign,Standard Communication,Low Risk,High Value,Monitor,0.03,0.03,8463.6,18,22.87,0.547,Electronics,76
CUST_ORRC8Q,North America,Email Campaign,Discounts,Medium Risk,High Value,High Priority,0.54,0.4968000000000001,9343.7,2,145.94,0.058,Electronics,88
CUST_0387QQ,North America,Loyalty Program,Standard Communication,High Risk,Medium Value,High Priority,0.84,0.84,4296.79,19,173.0,0.927,Electronics,13
CUST_M59TCB,South America,Loyalty Program,Standard Communication,Low Risk,Medium Value,Monitor,0.13,0.13,3869.14,13,77.32,0.511,Sports,59
CUST_11DPB6,Europe,Discount,Discounts,Medium Risk,Medium Value,Monitor,0.51,0.4692,4498.04,2,148.07,0.159,Sports,70
CUST_359VK9,Asia,Email Campaign,VIP Treatment,High Risk,High Value,Immediate Action,0.78,0.663,7373.24,1,91.61,0.133,Sports,70
CUST_9CH7X6,Asia,Email Campaign,Discounts,Medium Risk,Medium Value,Monitor,0.51,0.4692,3380.38,9,44.44,0.551,Clothing,33
CUST_3M3JS5,North America,Discount,Discounts,Medium Risk,Low Value,Maintain,0.35,0.322,946.49,18,25.61,0.524,Home,80
CUST_LNEJGD,South America,Discount,Discounts,Medium Risk,Low Value,Monitor,0.4,0.36800000000000005,2113.5,10,92.31,0.286,Electronics,85
CUST_TORFN4,North America,Discount,Re-engagement Campaign,Low Risk,High Value,High Priority,0.21,0.1848,8960.36,5,187.62,0.25,Electronics,68
CUST_U5TX8E,North America,Discount,Standard Communication,Low Risk,High Value,High Priority,0.29,0.29,8824.66,13,162.19,0.353,Electronics,87
CUST_IQRR2W,Asia,Loyalty Program,Standard Communication,Low Risk,Medium Value,Monitor,0.04,0.04,5729.85,12,54.51,0.541,Clothing,49
CUST_YN221K,Europe,Loyalty Program,VIP Treatment,High Risk,High Value,Immediate Action,0.72,0.612,9764.76,10,37.63,0.319,Electronics,79
CUST_9841NU,Asia,Loyalty Program,Discounts,Medium Risk,Medium Value,Monitor,0.35,0.322,5049.92,7,46.95,0.617,Sports,12
CUST_DMMU62,Asia,Loyalty Program,Standard Communication,Low Risk,Medium Value,Monitor,0.17,0.17,5697.64,16,143.64,0.623,Home,53
CUST_J23IK1,North America,Loyalty Program,Standard Communication,Low Risk,Medium Value,Monitor,0.26,0.26,4960.3,2,138.48,0.367,Sports,33
CUST_ZATVYZ,Europe,Discount,VIP Treatment,High Risk,High Value,Immediate Action,0.71,0.6034999999999999,8939.51,6,36.16,0.214,Clothing,79
CUST_EM3I8P,Europe,Discount,Standard Communication,High Risk,Low Value,Monitor,0.85,0.85,316.6,13,159.96,0.393,Sports,80
CUST_I7U1V2,South America,Discount,Standard Communication,High Risk,Medium Value,High Priority,0.66,0.66,6368.01,12,130.76,0.732,Electronics,15
CUST_SR7FKC,Asia,Loyalty Program,Re-engagement Campaign,High Risk,Medium Value,High Priority,0.62,0.5456,5084.25,1,115.43,0.116,Clothing,73
CUST_0S4NJO,Asia,Discount,Discounts,Medium Risk,Low Value,Monitor,0.5,0.46,2226.8,3,134.26,0.332,Electronics,44
CUST_KVCPJQ,South America,Discount,Standard Communication,High Risk,Low Value,Monitor,0.63,0.63,573.04,9,130.04,0.321,Clothing,74
CUST_YJ2LV7,South America,Loyalty Program,Standard Communication,Low Risk,High Value,Monitor,0.21,0.21,7179.5,17,126.89,0.678,Home,48
CUST_95J2M8,North America,Email Campaign,Loyalty Programs,Low Risk,Medium Value,Monitor,0.15,0.135,5792.04,18,133.59,0.867,Electronics,19
CUST_XQQGJE,Asia,Discount,Standard Communication,High Risk,Low Value,High Priority,0.9,0.9,2780.57,2,137.56,0.446,Electronics,19
CUST_83765H,Asia,Loyalty Program,Discounts,Medium Risk,Low Value,Monitor,0.38,0.3496,2171.87,12,197.79,0.389,Clothing,76
CUST_EO6DGB,North America,Loyalty Program,Standard Communication,High Risk,Low Value,Monitor,0.63,0.63,1861.76,4,74.18,0.47,Clothing,24
CUST_D7DIU7,Asia,Loyalty Program,VIP Treatment,High Risk,High Value,Immediate Action,0.84,0.714,7942.97,15,78.94,0.428,Home,83
CUST_CZZRGE,North America,Loyalty Program,VIP Treatment,High Risk,High Value,High Priority,0.7,0.595,7372.35,17,183.97,0.565,Clothing,68
CUST_703U8V,South America,Discount,Discounts,Medium Risk,Medium Value,Monitor,0.4,0.36800000000000005,4946.65,13,68.9,0.556,Home,51
CUST_A0HHBB,South America,Email Campaign,Standard Communication,Low Risk,High Value,Monitor,0.16,0.16,7627.49,13,86.04,0.601,Sports,43
CUST_YIPEPJ,Europe,Loyalty Program,Standard Communication,High Risk,Medium Value,Immediate Action,0.85,0.85,6633.98,11,44.61,0.447,Home,61
CUST_KSKMPS,Europe,Discount,Standard Communication,High Risk,Low Value,High Priority,0.89,0.89,2441.12,12,110.84,0.321,Home,88
CUST_KKREQV,South America,Loyalty Program,Standard Communication,Low Risk,Medium Value,Monitor,0.12,0.12,6158.15,12,49.49,0.574,Home,43
CUST_9UEGLZ,South America,Email Campaign,Standard Communication,High Risk,Low Value,Monitor,0.68,0.68,3101.8,19,182.26,0.646,Clothing,63
CUST_FZRE7V,Asia,Discount,Discounts,Medium Risk,Medium Value,Monitor,0.55,0.5060000000000001,3833.5,13,59.29,0.685,Home,28
CUST_ICZGOV,North America,Email Campaign,Standard Communication,Low Risk,High Value,Monitor,0.06,0.06,8040.64,13,104.33,0.601,Clothing,43
CUST_SUTEKA,North America,Loyalty Program,VIP Treatment,High Risk,High Value,High Priority,0.63,0.5355,7851.21,1,133.58,0.47,Sports,10
CUST_4QOQW2,South America,Email Campaign,VIP Treatment,High Risk,High Value,Immediate Action,0.6,0.51,9027.96,3,89.75,0.534,Electronics,8
CUST_2LIZTU,North America,Email Campaign,Discounts,Medium Risk,Medium Value,Monitor,0.56,0.5152000000000001,3903.99,14,33.71,0.694,Clothing,31
CUST_BSWBU2,Asia,Loyalty Program,Discounts,Medium Risk,Medium Value,High Priority,0.55,0.5060000000000001,6371.75,10,91.58,0.286,Sports,85
CUST_W3GN6Y,North America,Email Campaign,Discounts,Medium Risk,Medium Value,Monitor,0.3,0.276,4277.75,19,88.24,0.669,Clothing,59
CUST_AOHTHN,North America,Discount,Discounts,Medium Risk,Medium Value,High Priority,0.54,0.4968000000000001,4882.06,4,23.32,0.476,Electronics,23
CUST_IV4CCI,Europe,Loyalty Program,Standard Communication,High Risk,Low Value,High Priority,0.83,0.83,3153.07,8,24.66,0.396,Home,56
CUST_SAA1WU,North America,Email Campaign,VIP Treatment,High Risk,High Value,Immediate Action,0.64,0.544,8928.28,9,181.7,0.36,Clothing,67
CUST_FS4A8E,North America,Discount,Discounts,Medium Risk,Low Value,Maintain,0.32,0.2944,1563.63,9,31.32,0.265,Electronics,84
CUST_RYERM7,South America,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.88,0.88,4727.04,16,28.46,0.696,Home,40
CUST_K3X3V2,North America,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.76,0.76,3555.99,12,194.76,0.344,Sports,84
CUST_DRLG6M,North America,Email Campaign,Discounts,Medium Risk,Low Value,Monitor,0.56,0.5152000000000001,1988.44,15,103.83,0.535,Home,64
CUST_JWL5LC,Europe,Loyalty Program,Re-engagement Campaign,Low Risk,Low Value,Maintain,0.09,0.07919999999999999,3211.85,7,182.27,0.201,Electronics,86
CUST_BFBAFA,South America,Email Campaign,VIP Treatment,High Risk,High Value,High Priority,0.77,0.6545,6821.34,1,51.54,0.453,Home,13
CUST_OJGSHZ,South America,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.6,0.6,6409.4,5,154.71,0.311,Clothing,57
CUST_HYAXU7,North America,Discount,Standard Communication,High Risk,Medium Value,High Priority,0.65,0.65,5188.98,18,92.05,0.597,Electronics,67
CUST_C6J5HH,Asia,Email Campaign,Re-engagement Campaign,Low Risk,Low Value,Maintain,0.25,0.22,1885.14,5,43.26,0.199,Clothing,77
CUST_TFUCMA,Asia,Email Campaign,Discounts,Medium Risk,High Value,High Priority,0.42,0.3864,8707.06,3,176.98,0.326,Electronics,45
CUST_MZUQCP,South America,Email Campaign,Standard Communication,Low Risk,High Value,High Priority,0.21,0.21,9835.83,8,69.31,0.323,Clothing,69
CUST_GBX2WF,South America,Loyalty Program,Standard Communication,High Risk,Medium Value,High Priority,0.76,0.76,4111.7,7,121.39,0.577,Clothing,19
CUST_MQXD1O,Asia,Email Campaign,Standard Communication,Low Risk,High Value,High Priority,0.14,0.14,9606.28,9,77.68,0.462,Home,49
CUST_XR5KVV,Europe,Email Campaign,Standard Communication,Low Risk,High Value,Monitor,0.06,0.06,7416.75,17,93.47,0.475,Home,84
CUST_AU37H5,Europe,Discount,Standard Communication,Low Risk,Low Value,Monitor,0.28,0.28,2633.01,13,111.2,0.64,Electronics,36
CUST_13S2DS,Europe,Email Campaign,Discounts,Medium Risk,High Value,High Priority,0.59,0.5428,7880.98,1,119.36,0.335,Clothing,34
CUST_8M2LLA,South America,Email Campaign,Discounts,Medium Risk,Medium Value,Monitor,0.32,0.2944,4602.36,18,72.1,0.788,Sports,33
CUST_DW1D8Z,Europe,Discount,VIP Treatment,High Risk,High Value,High Priority,0.62,0.527,8360.29,8,82.56,0.643,Electronics,12
CUST_168JL6,South America,Discount,Discounts,Medium Risk,Low Value,Monitor,0.33,0.30360000000000004,2919.8,2,162.61,0.159,Home,70
CUST_QDPLSS,Asia,Email Campaign,Discounts,Medium Risk,Medium Value,High Priority,0.51,0.4692,4912.14,5,51.39,0.311,Home,57
CUST_TZYIND,Asia,Discount,Standard Communication,High Risk,Medium Value,High Priority,0.66,0.66,5812.33,13,177.83,0.702,Clothing,25
CUST_TUE77D,South America,Email Campaign,Standard Communication,Low Risk,High Value,Monitor,0.04,0.04,8388.85,13,42.76,0.561,Sports,50
CUST_V40MH3,Europe,Discount,VIP Treatment,High Risk,High Value,High Priority,0.62,0.527,8632.23,9,79.14,0.405,Clothing,59
CUST_0E7D5J,North America,Discount,Standard Communication,Low Risk,High Value,High Priority,0.22,0.22,8577.09,5,138.07,0.53,Clothing,18
CUST_UH7STY,South America,Loyalty Program,VIP Treatment,High Risk,High Value,Immediate Action,0.85,0.7224999999999999,9713.17,3,147.9,0.438,Home,25
CUST_2I5H9R,Europe,Email Campaign,Standard Communication,Low Risk,High Value,Monitor,0.11,0.11,7015.65,2,43.55,0.457,Home,17
CUST_FCT5RD,Asia,Loyalty Program,Standard Communication,High Risk,Low Value,Monitor,0.64,0.64,1417.39,6,137.98,0.54,Clothing,21
CUST_CMW5B7,Europe,Loyalty Program,Standard Communication,Low Risk,High Value,High Priority,0.21,0.21,9085.06,2,192.82,0.496,Clothing,10
CUST_9FBHSL,South America,Discount,Standard Communication,High Risk,Low Value,Monitor,0.85,0.85,215.12,14,101.98,0.773,Electronics,17
CUST_YA55K8,North America,Loyalty Program,VIP Treatment,High Risk,High Value,High Priority,0.79,0.6715,6900.03,2,161.99,0.081,Clothing,84
CUST_D6EENA,South America,Loyalty Program,Standard Communication,Low Risk,Medium Value,Monitor,0.11,0.11,4197.17,4,124.46,0.493,Home,20
CUST_N95SRF,Asia,Loyalty Program,Discounts,Medium Risk,Low Value,Maintain,0.34,0.3128,765.72,6,129.41,0.416,Clothing,43
CUST_P5T8C8,North America,Discount,VIP Treatment,High Risk,High Value,High Priority,0.65,0.5525,7927.48,10,72.47,0.336,Sports,76
CUST_UIH4M4,South America,Discount,Standard Communication,High Risk,Low Value,High Priority,0.9,0.9,1096.1,6,59.37,0.326,Clothing,59
CUST_WFMLY7,Asia,Discount,Discounts,Medium Risk,Low Value,Monitor,0.52,0.47840000000000005,2323.39,11,54.17,0.604,Sports,33
CUST_R8U8WH,Asia,Loyalty Program,Loyalty Programs,Low Risk,Low Value,Maintain,0.1,0.09000000000000001,3321.74,14,118.21,0.818,Sports,9
CUST_B0FXXB,Europe,Email Campaign,Discounts,Medium Risk,High Value,High Priority,0.38,0.3496,7988.33,15,187.61,0.501,Electronics,70
CUST_2SXBEJ,North America,Loyalty Program,Standard Communication,Low Risk,High Value,High Priority,0.27,0.27,8021.9,14,133.08,0.408,Electronics,82
CUST_5R2MB8,Asia,Loyalty Program,Discounts,Medium Risk,Low Value,Maintain,0.37,0.34040000000000004,704.97,13,158.66,0.376,Sports,83
CUST_1NGEFT,South America,Email Campaign,Discounts,Medium Risk,High Value,High Priority,0.37,0.34040000000000004,8535.12,10,57.25,0.347,Sports,74
CUST_IQV0XE,Europe,Discount,Discounts,Medium Risk,Medium Value,High Priority,0.56,0.5152000000000001,4604.64,18,180.25,0.642,Clothing,59
CUST_3ZRNZ3,Europe,Email Campaign,VIP Treatment,High Risk,High Value,Immediate Action,0.61,0.5185,8999.77,1,49.39,0.431,Clothing,17
CUST_ZJNPBF,Europe,Email Campaign,Discounts,Medium Risk,Low Value,Monitor,0.58,0.5336,1951.21,14,171.4,0.447,Sports,75
CUST_UNGIOM,North America,Email Campaign,Standard Communication,High Risk,Low Value,Monitor,0.61,0.61,2944.65,18,189.37,0.878,Electronics,17
CUST_DPP7HR,South America,Email Campaign,Discounts,Medium Risk,High Value,Immediate Action,0.58,0.5336,9398.28,8,168.96,0.413,Sports,53
CUST_LEQCII,South America,Discount,Standard Communication,Low Risk,Medium Value,Maintain,0.05,0.05,3410.85,12,42.64,0.557,Clothing,46
CUST_OBFCJF,North America,Email Campaign,VIP Treatment,High Risk,High Value,Immediate Action,0.76,0.646,8760.13,5,181.39,0.396,Sports,42
CUST_5DYG8U,Asia,Email Campaign,Standard Communication,High Risk,Low Value,High Priority,0.69,0.69,3191.94,16,55.47,0.764,Electronics,28
CUST_SR6VQQ,South America,Email Campaign,VIP Treatment,High Risk,High Value,Immediate Action,0.99,0.8415,9501.14,19,125.89,0.758,Clothing,43
CUST_80Q2MD,Europe,Email Campaign,Discounts,Medium Risk,High Value,High Priority,0.49,0.45080000000000003,8440.48,6,43.91,0.517,Clothing,25
CUST_UH7YWV,Europe,Email Campaign,Standard Communication,High Risk,Low Value,High Priority,0.88,0.88,2408.58,16,170.79,0.606,Home,56
CUST_DYLM50,South America,Loyalty Program,Standard Communication,Low Risk,Medium Value,Monitor,0.02,0.02,5004.22,13,134.16,0.662,Electronics,32
CUST_B81DJW,Europe,Email Campaign,Standard Communication,High Risk,Medium Value,Immediate Action,0.88,0.88,6385.28,8,36.75,0.491,Electronics,39
CUST_BA60CU,Europe,Discount,VIP Treatment,High Risk,High Value,High Priority,0.76,0.646,7241.38,9,167.66,0.327,Electronics,73
CUST_C0MNA8,Europe,Email Campaign,Discounts,Medium Risk,High Value,High Priority,0.45,0.41400000000000003,6878.09,15,151.89,0.805,Home,16
CUST_MCTMMV,Europe,Email Campaign,Re-engagement Campaign,High Risk,Medium Value,High Priority,0.8,0.7040000000000001,3626.22,2,133.61,0.277,Clothing,49
CUST_U8SYRO,Europe,Discount,VIP Treatment,High Risk,High Value,Immediate Action,0.62,0.527,9380.7,3,148.59,0.163,Home,74
CUST_HCTYBP,South America,Loyalty Program,Discounts,Medium Risk,Low Value,Monitor,0.46,0.4232,958.3,6,65.33,0.428,Sports,41
CUST_1OTG9G,Asia,Email Campaign,Discounts,Medium Risk,Medium Value,High Priority,0.52,0.47840000000000005,6037.44,14,169.59,0.47,Home,71
CUST_Z0CVKV,Asia,Email Campaign,VIP Treatment,High Risk,High Value,Immediate Action,0.83,0.7054999999999999,9693.01,13,167.66,0.69,Home,27
CUST_S3BF66,South America,Loyalty Program,Standard Communication,Low Risk,High Value,Monitor,0.01,0.01,7538.92,15,73.29,0.569,Electronics,58
CUST_PBCB53,Asia,Discount,Standard Communication,High Risk,Medium Value,High Priority,0.69,0.69,5663.96,14,194.61,0.43,Clothing,78
CUST_0YAQMW,Europe,Discount,Discounts,Medium Risk,High Value,High Priority,0.56,0.5152000000000001,8799.68,16,176.95,0.775,Sports,26
CUST_CJS21G,Europe,Loyalty Program,Standard Communication,High Risk,Low Value,High Priority,0.9,0.9,2934.9,15,123.48,0.732,Sports,29
