Customer_ID,Risk_Level,LTV_Segment,Engagement_Score,Priority_Score,Action_Priority
CUST_OJN0HB,High Risk,Low Value,0.482,38.121350912421896,Monitor
CUST_PZYZSP,High Risk,Medium Value,0.533,50.32156571757722,High Priority
CUST_GH6FQR,High Risk,Low Value,0.637,53.44387265294367,High Priority
CUST_SQMAG0,Low Risk,Low Value,0.452,25.178542285014842,Monitor
CUST_AI1WKG,High Risk,High Value,0.449,85.52033648807571,Immediate Action
CUST_H07KKH,Medium Risk,Low Value,0.696,29.595582293975056,Monitor
CUST_DFLSRT,High Risk,High Value,0.59,72.24485387649304,High Priority
CUST_W2QDPO,Medium Risk,Medium Value,0.643,54.47559741433795,High Priority
CUST_QO0UXL,Medium Risk,Medium Value,0.289,56.60882461179068,High Priority
CUST_4DQF00,Low Risk,Low Value,0.231,23.21582717985232,Maintain
CUST_LTB68C,High Risk,Low Value,0.268,34.25171804123299,Monitor
CUST_DT0FX9,Low Risk,Low Value,0.367,15.75496611918686,Maintain
CUST_9K8QFR,High Risk,Medium Value,0.617,57.9552049249182,High Priority
CUST_OI4URF,High Risk,Medium Value,0.377,65.02600862420698,High Priority
CUST_1TQSN8,High Risk,Medium Value,0.494,71.94708473003352,High Priority
CUST_6WHXVS,High Risk,Medium Value,0.605,74.92557821387713,High Priority
CUST_MSQXJQ,Low Risk,Low Value,0.715,16.018210437050488,Maintain
CUST_3EANV3,High Risk,Low Value,0.53,41.266690400569615,Monitor
CUST_9LJWU0,Low Risk,Low Value,0.31,27.892195412689905,Monitor
CUST_NHULCL,Medium Risk,Low Value,0.788,25.801067225613416,Monitor
CUST_O3YL6G,Low Risk,Medium Value,0.541,31.71280110722657,Monitor
CUST_XJXIAD,Medium Risk,Low Value,0.408,32.0791598998376,Monitor
CUST_X9RMGO,High Risk,High Value,0.886,85.42788626927046,Immediate Action
CUST_VV0V9V,Low Risk,Low Value,0.391,19.182222373336963,Maintain
CUST_U8F17V,High Risk,High Value,0.326,88.7203212877109,Immediate Action
CUST_ZUDHE3,Low Risk,Medium Value,0.382,34.148251558037394,Monitor
CUST_R2ZD37,High Risk,High Value,0.489,87.1121626919046,Immediate Action
CUST_FTXZXZ,High Risk,Medium Value,0.407,70.72373936974488,High Priority
CUST_QQQGS0,Low Risk,High Value,0.558,45.65986383673208,Monitor
CUST_YR8D0O,Medium Risk,High Value,0.385,62.60020640495371,High Priority
CUST_NV1E2A,High Risk,High Value,0.254,90.14754954118898,Immediate Action
CUST_6ZS0HX,Medium Risk,Medium Value,0.809,50.65030760738257,High Priority
CUST_OW36RV,Medium Risk,Medium Value,0.111,43.995535892861426,Monitor
CUST_B29PP4,High Risk,High Value,0.457,72.65676176228229,High Priority
CUST_J1NKSW,High Risk,High Value,0.904,82.47023728569485,Immediate Action
CUST_CF5G9Y,High Risk,Low Value,0.261,52.16401193628647,High Priority
CUST_ZY3IOF,Low Risk,Low Value,0.856,12.189696552717265,Maintain
CUST_LTJQFU,Medium Risk,Low Value,0.546,22.845064281542754,Maintain
CUST_Q4I6J4,Medium Risk,Medium Value,0.472,42.17111810683456,Monitor
CUST_2CARVU,High Risk,Medium Value,0.601,58.964141139387344,High Priority
CUST_1GNMOM,High Risk,Medium Value,0.376,69.58447802747266,High Priority
CUST_9K25IW,Low Risk,Low Value,0.141,18.260238245717897,Maintain
CUST_W62UDS,High Risk,Medium Value,0.878,64.84539828955894,High Priority
CUST_WYWP21,Medium Risk,High Value,0.53,58.14980159523829,High Priority
CUST_JQBQ9H,Low Risk,Medium Value,0.27,34.38687328495884,Monitor
CUST_8TBQZV,Medium Risk,Medium Value,0.197,54.497141931406354,High Priority
CUST_MO1Q2E,High Risk,High Value,0.831,81.22591942206613,Immediate Action
CUST_UBV7PA,Low Risk,High Value,0.423,49.81044945078682,Monitor
CUST_O9AXUX,High Risk,Medium Value,0.465,64.60176444234662,High Priority
CUST_YT26PJ,Medium Risk,High Value,0.82,67.2043329039897,High Priority
CUST_YWHB4T,Low Risk,Medium Value,0.242,23.711361072665742,Maintain
CUST_FCVU7Z,Medium Risk,Low Value,0.111,40.70588894133459,Monitor
CUST_9Z7IT1,Low Risk,High Value,0.488,54.992437818507646,High Priority
CUST_L0UR3M,High Risk,High Value,0.357,82.94854676512236,Immediate Action
CUST_RHL4ZV,High Risk,Medium Value,0.368,58.20948702768867,High Priority
CUST_D7SNA2,Medium Risk,Low Value,0.526,37.347608342600225,Monitor
CUST_F8G21U,High Risk,High Value,0.402,71.4578149875597,High Priority
CUST_Y5H0ET,Low Risk,Low Value,0.064,21.363164715953182,Maintain
CUST_JKCIO9,High Risk,High Value,0.895,82.61290470971304,Immediate Action
CUST_1TMOSF,Low Risk,Low Value,0.18,5.543625047001128,Maintain
CUST_6P73KH,Low Risk,High Value,0.374,57.38332919990079,High Priority
CUST_V760Z8,Medium Risk,High Value,0.323,63.29839716153188,High Priority
CUST_XUGJJO,Low Risk,Medium Value,0.137,44.74581189948559,Monitor
CUST_J9AV17,Medium Risk,Medium Value,0.638,38.45430690336568,Monitor
CUST_JFILXP,Low Risk,High Value,0.651,51.33411201868845,High Priority
CUST_WG6VFV,Low Risk,Low Value,0.651,14.826657839788155,Maintain
CUST_WA76US,High Risk,High Value,0.257,76.90704376905046,Immediate Action
CUST_6DXPD1,Low Risk,Low Value,0.775,9.951884845236286,Maintain
CUST_VFC9WV,Low Risk,High Value,0.557,51.87982711585078,High Priority
CUST_DFR0SS,High Risk,Low Value,0.335,57.735283646807524,High Priority
CUST_UA1LS9,High Risk,High Value,0.622,88.49683992415817,Immediate Action
CUST_L90T1U,High Risk,Medium Value,0.551,71.95764498347961,High Priority
CUST_MXMZA3,Medium Risk,Medium Value,0.332,40.8062453498884,Monitor
CUST_AMZC07,Low Risk,Low Value,0.321,17.31644159459827,Maintain
CUST_EJGM1M,High Risk,High Value,0.687,84.37199892797426,Immediate Action
CUST_9Y723Q,High Risk,Low Value,0.855,46.694448666768004,Monitor
CUST_X4MP3T,High Risk,Low Value,0.756,51.09604230501532,High Priority
CUST_GDT6X2,High Risk,Low Value,0.491,49.17333416001984,Monitor
CUST_PVQMTI,High Risk,High Value,0.426,81.27284254822115,Immediate Action
CUST_7VZS6V,High Risk,Medium Value,0.336,63.68126235029641,High Priority
CUST_LD0MNF,High Risk,High Value,0.859,96.80272126531037,Immediate Action
CUST_49OH5P,Medium Risk,Low Value,0.582,31.801269230461532,Monitor
CUST_QCB8ED,Medium Risk,High Value,0.394,54.436922486139665,High Priority
CUST_DR86S5,Medium Risk,High Value,0.769,71.07406977767467,High Priority
CUST_DEKP1O,Low Risk,High Value,0.554,43.23877773066554,Monitor
CUST_9GD606,High Risk,Low Value,0.645,60.73547765146363,High Priority
CUST_MXWLV3,Medium Risk,Low Value,0.46,36.075215805179326,Monitor
CUST_VXY3M6,Medium Risk,Low Value,0.486,22.8102434458427,Maintain
CUST_9IU34F,Low Risk,Low Value,0.264,16.916920006080147,Maintain
CUST_OW0FHZ,High Risk,High Value,0.22,86.27874068977655,Immediate Action
CUST_F1O8QU,High Risk,Medium Value,0.354,65.45681896365514,High Priority
CUST_PT9ZO1,High Risk,Medium Value,0.656,50.76243629847116,High Priority
CUST_408PPA,Low Risk,Low Value,0.538,15.13682328375881,Maintain
CUST_VMAJR4,High Risk,Low Value,0.649,57.048343160235845,High Priority
CUST_CIA1EH,High Risk,High Value,0.302,71.98859772634543,High Priority
CUST_CFP4D9,Medium Risk,Low Value,0.325,31.135831259950237,Monitor
CUST_PGM15C,Medium Risk,High Value,0.199,56.261216269190456,High Priority
CUST_8M4UM7,Low Risk,Medium Value,0.483,38.2630163123915,Monitor
CUST_SZ6XJS,Medium Risk,High Value,0.111,61.43366040784979,High Priority
CUST_R2UVZU,High Risk,Low Value,0.126,45.28878693088634,Monitor
CUST_15B6X5,Low Risk,High Value,0.812,52.476619438866535,High Priority
CUST_Q5ECSI,Medium Risk,Medium Value,0.826,57.23499763994336,High Priority
CUST_9J099B,High Risk,Medium Value,0.306,56.96707720985304,High Priority
CUST_G9B931,Medium Risk,Low Value,0.593,17.149901597638344,Maintain
CUST_GAUP8B,High Risk,High Value,0.708,79.7850708417002,Immediate Action
CUST_KTN0CE,Medium Risk,Low Value,0.314,20.570059681432355,Maintain
CUST_HS0LI7,High Risk,Medium Value,0.262,51.31636359272622,High Priority
CUST_TNNT3A,High Risk,High Value,0.18,89.60215845180284,Immediate Action
CUST_7V50B5,Medium Risk,Medium Value,0.514,54.67138611326672,High Priority
CUST_PGPX2W,Low Risk,Medium Value,0.596,34.48287958911014,Monitor
CUST_QCXQCM,Low Risk,High Value,0.869,56.40437770506492,High Priority
CUST_2V4QO0,Low Risk,Medium Value,0.565,34.45970303287279,Monitor
CUST_MTKAJ2,Low Risk,Low Value,0.562,9.433656407753787,Maintain
CUST_QHSZ4F,High Risk,High Value,0.592,73.79315903581686,High Priority
CUST_M0O5R6,Low Risk,High Value,0.33,47.48675368208836,Monitor
CUST_ISTWFD,Medium Risk,High Value,0.454,61.71862924710193,High Priority
CUST_N80S30,Low Risk,Medium Value,0.509,38.195340688176515,Monitor
CUST_DEUW4J,High Risk,High Value,0.696,97.42544821075705,Immediate Action
CUST_IQH89U,Low Risk,High Value,0.379,55.35981063545525,High Priority
CUST_8T87H4,High Risk,High Value,0.803,70.14630551133227,High Priority
CUST_7HU4QW,Medium Risk,High Value,0.703,62.761710281046746,High Priority
CUST_FO4U5D,High Risk,High Value,0.908,68.33225797419138,High Priority
CUST_JCKGPQ,Medium Risk,High Value,0.454,71.65718377241053,High Priority
CUST_C1MND0,Medium Risk,Low Value,0.658,37.51377233053593,Monitor
CUST_V19XI0,Medium Risk,Low Value,0.642,31.40070961703081,Monitor
CUST_2QVL8R,Medium Risk,Medium Value,0.318,38.11003264078337,Monitor
CUST_WJC7LF,High Risk,Medium Value,0.33,63.66581797963151,High Priority
CUST_15HX95,High Risk,Low Value,0.594,52.67300815219565,High Priority
CUST_WE56Y4,Medium Risk,Low Value,0.116,21.365370768898455,Maintain
CUST_GFQY0Y,Medium Risk,Medium Value,0.677,50.49336184068417,High Priority
CUST_ZVQV5X,Medium Risk,Medium Value,0.713,51.685304447306734,High Priority
CUST_KSI5JW,Medium Risk,High Value,0.786,66.38643727449458,High Priority
CUST_KQ94CT,High Risk,High Value,0.895,89.81332751986048,Immediate Action
CUST_CRJBG8,High Risk,High Value,0.424,77.38426722241334,Immediate Action
CUST_UCJKDZ,Medium Risk,Medium Value,0.76,43.82936190468571,Monitor
CUST_JMEEQF,Low Risk,High Value,0.831,50.08821411713881,High Priority
CUST_5NU9R2,High Risk,High Value,0.499,76.16171788122915,Immediate Action
CUST_2S8OBH,Medium Risk,High Value,0.439,67.71804723313359,High Priority
CUST_COV6EY,Low Risk,Low Value,0.291,17.05736137667304,Maintain
CUST_3E68HN,High Risk,High Value,0.419,78.66023184556428,Immediate Action
CUST_1ZC3ES,Medium Risk,Low Value,0.366,32.81600558413402,Monitor
CUST_K3IUGB,High Risk,High Value,0.599,83.53885893261437,Immediate Action
CUST_N8I5TY,High Risk,Medium Value,0.591,72.50141403393681,High Priority
CUST_56OA95,Low Risk,High Value,0.495,50.14979959519029,High Priority
CUST_7Z2ID9,Low Risk,Medium Value,0.195,33.76221829323904,Monitor
CUST_53KL0X,High Risk,High Value,0.916,81.24335184044416,Immediate Action
CUST_Z24HTD,High Risk,Medium Value,0.59,58.66236189668552,High Priority
CUST_ZID1WJ,High Risk,High Value,0.348,88.49442786626878,Immediate Action
CUST_S55SYW,High Risk,Low Value,0.564,50.838708128995094,High Priority
CUST_VY47QU,High Risk,Low Value,0.584,34.94460667056009,Monitor
CUST_1NR88J,Medium Risk,Low Value,0.167,27.621088906133746,Monitor
CUST_SX2P91,High Risk,High Value,0.779,86.0427010248246,Immediate Action
CUST_8RQC5V,Low Risk,High Value,0.703,42.58811211469075,Monitor
CUST_PAXLMA,Medium Risk,High Value,0.756,64.43543445042681,High Priority
CUST_POSB90,High Risk,Medium Value,0.473,61.03360280646736,High Priority
CUST_U16K3H,Medium Risk,High Value,0.546,57.79299103178476,High Priority
CUST_C06QKN,High Risk,Low Value,0.545,52.681850364408746,High Priority
CUST_L2FUH6,Medium Risk,High Value,0.419,74.99761594278262,High Priority
CUST_DN7POC,Medium Risk,Low Value,0.497,35.47581541957007,Monitor
CUST_U7JC6M,Medium Risk,Low Value,0.501,33.0800359208621,Monitor
CUST_452IH6,High Risk,High Value,0.255,77.04404905717738,Immediate Action
CUST_FPUKN7,High Risk,Medium Value,0.436,55.28929494307863,High Priority
CUST_6WVS77,Low Risk,High Value,0.484,46.57521780522732,Monitor
CUST_OCZFCI,Medium Risk,Medium Value,0.512,47.692420618094836,Monitor
CUST_U3EMWX,Low Risk,Medium Value,0.73,31.30267126411034,Monitor
CUST_IN02TC,Medium Risk,High Value,0.701,60.987333696008704,High Priority
CUST_KTSE6P,Medium Risk,Low Value,0.946,29.209241021784525,Monitor
CUST_88NAJI,Low Risk,Low Value,0.321,20.41931006344152,Maintain
CUST_UWCVQ9,Medium Risk,Medium Value,0.295,53.753166075985824,High Priority
CUST_DIUNF6,Low Risk,Low Value,0.57,15.530890741377792,Maintain
CUST_KSS4FC,Low Risk,Medium Value,0.345,25.947788746929927,Monitor
CUST_3SSSQM,Medium Risk,Low Value,0.334,35.37387297295135,Monitor
CUST_84L0TF,Low Risk,High Value,0.248,47.700038800931225,Monitor
CUST_H671GQ,Low Risk,High Value,0.685,41.61802483259598,Monitor
CUST_OQAUTP,High Risk,Low Value,0.575,42.374470987303695,Monitor
CUST_CPKCG8,Low Risk,Low Value,0.724,12.841568197636743,Maintain
CUST_E7RX60,Low Risk,High Value,0.674,52.891871404913715,High Priority
CUST_NMWFVD,Low Risk,Low Value,0.375,13.426946246709921,Maintain
CUST_66UYJJ,High Risk,Medium Value,0.338,64.59417226013424,High Priority
CUST_5F0064,High Risk,High Value,0.407,94.80707336976087,Immediate Action
CUST_C8HW5F,Medium Risk,High Value,0.197,60.890341368192836,High Priority
CUST_LROL1T,High Risk,Medium Value,0.567,72.23302559261423,High Priority
CUST_TDZID6,High Risk,High Value,0.391,79.9397545541093,Immediate Action
CUST_TMFNL7,Medium Risk,Medium Value,0.471,41.4593750250006,Monitor
CUST_UUFM1J,High Risk,Medium Value,0.65,67.86859284622831,High Priority
CUST_UZXF7H,Medium Risk,Low Value,0.318,34.985091642199414,Monitor
CUST_SL11KV,High Risk,Medium Value,0.283,66.80722937350497,High Priority
CUST_GKJ4RM,Medium Risk,Medium Value,0.818,46.83453002872069,Monitor
CUST_B54NL2,High Risk,Medium Value,0.348,78.31767762426298,Immediate Action
CUST_WGZ7XB,Low Risk,Medium Value,0.593,27.65550173204157,Monitor
CUST_CEK4TW,Medium Risk,Low Value,0.736,44.13986335672056,Monitor
CUST_RWTSJZ,High Risk,Medium Value,0.308,59.73676768242438,High Priority
CUST_M63KLC,High Risk,Medium Value,0.69,77.54028496683921,Immediate Action
CUST_W7A2O2,High Risk,Medium Value,0.676,51.338540124963004,High Priority
CUST_V6WP8U,Low Risk,High Value,0.21,44.76991847804347,Monitor
CUST_1DBKX8,Low Risk,Low Value,0.24,10.812663503924092,Maintain
CUST_COL2K1,High Risk,High Value,0.588,88.12155691736602,Immediate Action
CUST_N492JL,High Risk,Medium Value,0.379,55.246799923198154,High Priority
CUST_IMAS8G,Low Risk,Low Value,0.48,16.104822515740377,Maintain
CUST_KK0XOW,High Risk,High Value,0.548,65.70668296039105,High Priority
CUST_7IF82D,Low Risk,Medium Value,0.402,29.55762138291319,Monitor
CUST_KYHX5D,High Risk,Low Value,0.251,36.510856260550256,Monitor
CUST_Z9OPVM,Medium Risk,Medium Value,0.758,33.84017816427594,Monitor
CUST_TRJAZN,Low Risk,High Value,0.495,49.9609490627775,Monitor
CUST_HVLCJ4,High Risk,Medium Value,0.638,70.17350816419594,High Priority
CUST_FAVX6R,High Risk,Low Value,0.032,58.31507356176548,High Priority
CUST_8JHI0N,Medium Risk,High Value,0.535,60.04552109250621,High Priority
CUST_H5IAFG,Medium Risk,Low Value,0.383,31.272920550093204,Monitor
CUST_U37J2E,Medium Risk,High Value,0.167,52.45413889933358,High Priority
CUST_COHWV5,Low Risk,Medium Value,0.318,46.61278270678496,Monitor
CUST_FZZVX1,Medium Risk,Low Value,0.266,37.242553821291715,Monitor
CUST_GSK5B0,Medium Risk,High Value,0.535,67.62869908877813,High Priority
CUST_T7ETEY,Medium Risk,High Value,0.934,60.18458443002633,High Priority
CUST_SSTQJQ,Medium Risk,Low Value,0.771,27.033170796099107,Monitor
CUST_LCAVRK,High Risk,Low Value,0.632,44.26729241501796,Monitor
CUST_4EXKY1,Medium Risk,Low Value,0.347,29.36994487867709,Monitor
CUST_EZYCTJ,High Risk,High Value,0.848,96.45817499619992,Immediate Action
CUST_FBEHFK,High Risk,Medium Value,0.297,60.10364048737169,High Priority
CUST_1ILA0P,Low Risk,Low Value,0.807,27.080223925374206,Monitor
CUST_JI3MUS,High Risk,Medium Value,0.358,58.490849780394726,High Priority
CUST_TIOFAR,High Risk,High Value,0.469,82.38917134011217,Immediate Action
CUST_CGFQR9,Low Risk,Medium Value,0.376,24.871414913957935,Maintain
CUST_X4VYTZ,High Risk,High Value,0.535,76.82507580181924,Immediate Action
CUST_SNCX68,Medium Risk,Medium Value,0.86,45.09830635935263,Monitor
CUST_HSIPHP,Medium Risk,High Value,0.646,54.995727897469536,High Priority
CUST_GQV7OB,High Risk,Low Value,0.201,44.720381289150936,Monitor
CUST_K20BGQ,Low Risk,Low Value,0.302,14.17173612166692,Maintain
CUST_2TTH49,High Risk,High Value,0.366,67.48466563197516,High Priority
CUST_1F5IRW,High Risk,Medium Value,0.854,64.43746249909998,High Priority
CUST_2VART1,High Risk,High Value,0.257,69.949648791571,High Priority
CUST_99GWZK,High Risk,Low Value,0.723,55.41286390873381,High Priority
CUST_9C66UP,Low Risk,Low Value,0.437,26.814929558309398,Monitor
CUST_ZMT9F9,Low Risk,Low Value,0.461,29.538610926662237,Monitor
CUST_4R3MWL,Low Risk,High Value,0.278,34.79556109346624,Monitor
CUST_FZ6COV,High Risk,Medium Value,0.484,71.96900325607814,High Priority
CUST_9GQR4Y,Low Risk,Low Value,0.809,11.947138731329552,Maintain
CUST_9SBTC8,High Risk,Low Value,0.516,46.87884309223421,Monitor
CUST_OZPTPF,Medium Risk,Medium Value,0.755,54.60421050105202,High Priority
CUST_KEQJ9Q,High Risk,Medium Value,0.24,72.66954606910565,High Priority
CUST_8O1KVU,Medium Risk,High Value,0.52,72.89554949318784,High Priority
CUST_VMGOIN,High Risk,High Value,0.415,71.54787714905157,High Priority
CUST_8YY0HB,High Risk,Medium Value,0.308,57.08570805699337,High Priority
CUST_BMGKIW,Medium Risk,Medium Value,0.645,45.77430458331,Monitor
CUST_EPWEG7,Low Risk,High Value,0.612,43.19251262030288,Monitor
CUST_6OC44Z,High Risk,Medium Value,0.698,65.24006176148228,High Priority
CUST_HFLMUK,High Risk,High Value,0.25,80.78459883037193,Immediate Action
CUST_NAUP08,Medium Risk,High Value,0.444,74.80272326535837,High Priority
CUST_FNIZFO,Medium Risk,Low Value,0.814,27.34547029128699,Monitor
CUST_G27TGL,Low Risk,Low Value,0.844,25.873444962679102,Monitor
CUST_O5ORWL,Medium Risk,Low Value,0.794,29.635065241565794,Monitor
CUST_G2CZ6I,Low Risk,High Value,0.435,41.701302831267945,Monitor
CUST_CDS39L,High Risk,Medium Value,0.786,59.37704904917718,High Priority
CUST_NCVKGE,Medium Risk,Medium Value,0.527,45.38129715113163,Monitor
CUST_H2KZAZ,Medium Risk,High Value,0.158,72.67513020312488,High Priority
CUST_2177WG,Low Risk,Medium Value,0.593,33.94634071217709,Monitor
CUST_6SA6LJ,Low Risk,Low Value,0.252,21.09477427458259,Maintain
CUST_XVGO0J,Low Risk,Medium Value,0.317,35.87077889869357,Monitor
CUST_MU2N8L,Low Risk,Medium Value,0.306,32.765162363896735,Monitor
CUST_0LACVW,Medium Risk,Medium Value,0.172,53.597572341736196,High Priority
CUST_TKRD0S,Medium Risk,Low Value,0.816,22.310389449346783,Maintain
CUST_WSH58I,Medium Risk,Low Value,0.418,29.748837972111332,Monitor
CUST_QHWVO6,Medium Risk,Medium Value,0.504,42.62068289638951,Monitor
CUST_9DP74R,High Risk,High Value,0.457,77.48607366576798,Immediate Action
CUST_2XSC94,Medium Risk,Low Value,0.2,41.98348560365449,Monitor
CUST_21Q1H6,High Risk,Medium Value,0.329,66.4942858628607,High Priority
CUST_WNS1T6,High Risk,Low Value,0.509,43.45492691824604,Monitor
CUST_LBUY2W,Medium Risk,High Value,0.63,62.91326391833404,High Priority
CUST_DNDOAD,High Risk,Medium Value,0.399,54.71269510468251,High Priority
CUST_7FSZ5S,Medium Risk,Low Value,0.736,20.816117586822084,Maintain
CUST_N3Q1BB,Medium Risk,High Value,0.501,61.13412921910126,High Priority
CUST_CSHJEF,Low Risk,Low Value,0.484,7.194228661487876,Maintain
CUST_Y1B4RR,Low Risk,Medium Value,0.805,45.0444430666336,Monitor
CUST_BTA093,Low Risk,Low Value,0.283,28.77616662799907,Monitor
CUST_GFZ39N,Low Risk,Low Value,0.686,13.214263142315415,Maintain
CUST_PAJRNB,High Risk,High Value,0.422,85.3369940878581,Immediate Action
CUST_5OGF0Q,Medium Risk,Medium Value,0.355,46.27724265382369,Monitor
CUST_AKXT6O,Low Risk,High Value,0.49,53.83683808411402,High Priority
CUST_05D3PD,High Risk,Low Value,0.641,50.2946290710977,High Priority
CUST_SZN6UJ,High Risk,Medium Value,0.665,76.17493819851677,Immediate Action
CUST_QSBR0S,Medium Risk,Low Value,0.577,38.25639615350769,Monitor
CUST_RZ2KAA,Low Risk,Medium Value,0.366,33.00184204420906,Monitor
CUST_GF1VR5,High Risk,Low Value,0.365,50.722405337728105,High Priority
CUST_1HDPDJ,Medium Risk,Medium Value,0.204,52.04145699496788,High Priority
CUST_Z4T5HU,Medium Risk,High Value,0.321,67.90325367808828,High Priority
CUST_3MV01H,High Risk,High Value,0.205,64.85068641647399,High Priority
CUST_Y5VY1O,Low Risk,Low Value,0.368,9.576013824331785,Maintain
CUST_COIXWN,High Risk,Medium Value,0.601,52.83845012280295,High Priority
CUST_G6GIYF,High Risk,Medium Value,0.184,58.391287390897375,High Priority
CUST_W6QWP6,Low Risk,Medium Value,0.498,29.270064481547557,Monitor
CUST_ZZGZFM,High Risk,Medium Value,0.505,67.83243797851148,High Priority
CUST_O1TAKW,High Risk,High Value,0.431,91.24714793155036,Immediate Action
CUST_K8JH7M,Medium Risk,High Value,0.291,70.30591134187219,High Priority
CUST_KGLQWH,Low Risk,High Value,0.265,59.57504180100322,High Priority
CUST_FH04P5,Medium Risk,Medium Value,0.249,42.090906181748366,Monitor
CUST_BAECEY,Medium Risk,Low Value,0.446,21.439170540092963,Maintain
CUST_5GT0UL,Low Risk,Low Value,0.498,12.01443034632831,Maintain
CUST_XGF5WS,Medium Risk,Medium Value,0.071,39.13169316063585,Monitor
CUST_451JAI,High Risk,Medium Value,0.399,62.30570133683209,High Priority
CUST_8FN3S4,Low Risk,Medium Value,0.141,30.165619974879398,Monitor
CUST_5O7VED,High Risk,High Value,0.571,89.010394249462,Immediate Action
CUST_2L8XBO,High Risk,Low Value,0.368,42.53875893021433,Monitor
CUST_HOD2TY,Medium Risk,Low Value,0.442,27.502582061969488,Monitor
CUST_88S44Y,Low Risk,Medium Value,0.593,28.743115834780035,Monitor
CUST_S2Z0OC,High Risk,Low Value,0.439,47.03736689680552,Monitor
CUST_17BBTF,Medium Risk,Medium Value,0.865,50.03621286910886,High Priority
CUST_R4U7LM,High Risk,Low Value,0.786,57.87784306823363,High Priority
CUST_JESUAD,Medium Risk,Low Value,0.691,31.834818035632857,Monitor
CUST_UUNZK2,Medium Risk,Medium Value,0.475,56.41629199100778,High Priority
CUST_G5GVU5,High Risk,Medium Value,0.556,74.81794363064714,High Priority
CUST_2JKSZN,High Risk,High Value,0.628,85.46611718681248,Immediate Action
CUST_AKUQB7,High Risk,Medium Value,0.419,61.49636591278191,High Priority
CUST_XHOH17,High Risk,High Value,0.82,84.85168644047457,Immediate Action
CUST_0QBR6C,Medium Risk,High Value,0.636,66.67541020984504,High Priority
CUST_BODZVK,High Risk,Medium Value,0.606,55.35646455514932,High Priority
CUST_38WUID,Low Risk,Medium Value,0.538,25.551963247117932,Monitor
CUST_FXVHO4,Medium Risk,Medium Value,0.114,34.472519340464174,Monitor
CUST_UVBRVE,High Risk,Low Value,0.463,41.97697544741074,Monitor
CUST_UK8GTE,High Risk,Medium Value,0.697,69.96602718465243,High Priority
CUST_NLBEOA,Low Risk,Medium Value,0.37,39.17415017960431,Monitor
CUST_7SV9KQ,High Risk,Low Value,0.893,43.33047393137436,Monitor
CUST_HPY85P,Low Risk,Low Value,0.649,13.446610718657247,Maintain
CUST_JEJXGC,Low Risk,Low Value,0.421,15.277644663471921,Maintain
CUST_JMU63X,High Risk,Medium Value,0.178,68.1433914413946,High Priority
CUST_SDC7ZR,High Risk,Medium Value,0.619,61.06102346456315,High Priority
CUST_CSWTMU,Low Risk,Low Value,0.462,14.761624278982694,Maintain
CUST_WU80UY,Medium Risk,High Value,0.199,65.50196804723313,High Priority
CUST_W7FRF4,Low Risk,Medium Value,0.276,38.57347776346632,Monitor
CUST_OUT6PS,High Risk,Low Value,0.526,50.765366368792854,High Priority
CUST_5GMWT7,High Risk,Medium Value,0.598,58.47163531924766,High Priority
CUST_SAXTCF,High Risk,Medium Value,0.364,71.9500008000192,High Priority
CUST_J6EWB1,High Risk,Low Value,0.595,37.45707896989528,Monitor
CUST_LGW85W,High Risk,Low Value,0.557,41.01901845644296,Monitor
CUST_LCWAGV,Medium Risk,Low Value,0.536,32.12663903933694,Monitor
CUST_FTYDUP,Medium Risk,High Value,0.301,62.8580005920142,High Priority
CUST_RXZ6I3,High Risk,Medium Value,0.706,73.34421426114227,High Priority
CUST_KLVH6U,Medium Risk,High Value,0.132,60.53598486363673,High Priority
CUST_391IYR,High Risk,High Value,0.49,92.86937286494876,Immediate Action
CUST_X7TUIM,Low Risk,High Value,0.368,43.45940902581662,Monitor
CUST_JAAYMA,High Risk,Low Value,0.152,55.68714449146779,High Priority
CUST_43W6DU,Low Risk,High Value,0.542,54.779786714881155,High Priority
CUST_BQSIA6,Medium Risk,Medium Value,0.828,43.175406209749035,Monitor
CUST_ZTCLGP,High Risk,Low Value,0.459,53.84833436002464,High Priority
CUST_V1L3SO,Low Risk,Medium Value,0.609,32.37463099114379,Monitor
CUST_PXVIXS,Low Risk,Low Value,0.43,10.291542997031929,Maintain
CUST_SE10XY,Low Risk,Low Value,0.244,10.747011928286279,Maintain
CUST_RCRU6T,High Risk,Medium Value,0.59,55.87163891933406,High Priority
CUST_DHI8JC,High Risk,High Value,0.523,74.96911725881421,High Priority
CUST_JS99MG,Low Risk,Medium Value,0.425,25.298173156155745,Monitor
CUST_CVCZA4,Medium Risk,Low Value,0.749,45.2182392377417,Monitor
CUST_9BTT4H,High Risk,High Value,0.233,92.59013416321991,Immediate Action
CUST_TP9189,Medium Risk,Low Value,0.254,31.74144579469907,Monitor
CUST_JM9JNA,High Risk,High Value,0.362,76.51660439850556,Immediate Action
CUST_TTVCVZ,Medium Risk,Low Value,0.442,36.34107218573246,Monitor
CUST_JEDP02,Medium Risk,Low Value,0.669,34.54067297615143,Monitor
CUST_7U1XC8,High Risk,High Value,0.882,86.8074913797931,Immediate Action
CUST_PP0W0X,Low Risk,Medium Value,0.616,29.665355968543246,Monitor
CUST_TV5GLN,Medium Risk,High Value,0.381,56.79985319647672,High Priority
CUST_D76K8M,Low Risk,High Value,0.287,38.881221149307585,Monitor
